kernel,class,class_cap,app_cap,tier_nodes,stop,iterations,applications,classes_at_stop,live_classes,objective,shared_pass_bytes,input_nodes,compiled_nodes,bytes,dag_cost,schedule,selects,guarded,exclusive,spill_slots,hoisted,same_form_nan_mismatch,same_form_max_abs,packed_mismatch_same,optimize_ms,emit_ms,sat_wall_ms,peak_alloc_mb,git_sha
glyph32_U003D,glyph32,10000,200000,191,class_cap,5,27694,7609,1119,tree_cheaper,26752,207,54,656,148,40,5,25,25,0,7,0,0,0,465.099,1.208,464.540,3.69,a1d56ee4
glyph32_U003E,glyph32,10000,200000,309,class_cap,5,31208,4658,531,tree_cheaper,17736,321,147,1744,474,77,8,76,92,0,28,0,0.0000021457672119140625,0,282.942,1.679,282.254,2.48,a1d56ee4
glyph32_U003F,glyph32,10000,200000,4159,class_cap,1,7579,9759,4142,shared,442012,2311,1683,18800,7502,471,57,1068,1091,1,212,0,0.0000029802322387695313,0,30.501,13.794,27.506,5.27,a1d56ee4
glyph32_U0040,glyph32,10000,200000,7803,class_cap,1,6255,9962,5190,shared,586852,4111,3445,32512,15567,854,101,2097,2107,0,364,0,0.00000095367431640625,0,40.783,24.587,34.503,5.88,a1d56ee4
glyph32_U0041,glyph32,10000,200000,283,class_cap,4,24717,6007,782,tree_cheaper,25360,283,150,1760,609,71,7,77,95,0,35,0,0.00000095367431640625,0,482.194,1.657,481.570,2.79,a1d56ee4
glyph32_U0042,glyph32,10000,200000,3965,class_cap,1,7791,9750,3981,shared,426244,2121,1541,16080,6988,427,52,1010,1016,0,192,0,0.0000019073486328125,0,29.092,14.065,26.353,5.22,a1d56ee4
glyph32_U0043,glyph32,10000,200000,3963,class_cap,1,7797,9756,3966,shared,385936,2083,1539,15696,7044,416,51,992,996,0,189,0,0.00000095367431640625,0,29.295,13.387,26.302,5.21,a1d56ee4
glyph32_U0044,glyph32,10000,200000,2027,class_cap,2,13505,9371,2213,shared,182092,1107,752,8352,3235,229,27,516,521,0,79,0,0.0000008344650268554688,0,175.663,8.187,174.094,4.84,a1d56ee4
glyph32_U0045,glyph32,10000,200000,259,class_cap,5,31722,7147,969,tree_cheaper,28352,283,83,928,226,58,7,43,61,0,14,0,0,0,695.233,1.501,694.556,3.40,a1d56ee4
glyph32_U0046,glyph32,10000,200000,225,class_cap,5,29584,6855,934,tree_cheaper,23836,245,72,784,196,51,6,36,50,0,12,0,0,0,638.760,1.461,638.145,3.45,a1d56ee4
glyph32_U0047,glyph32,10000,200000,4031,class_cap,1,7743,9758,4028,shared,390476,2159,1593,16608,7195,438,53,1026,1036,0,197,0,0.00000196695327758789,0,28.439,13.240,25.773,5.22,a1d56ee4
glyph32_U0048,glyph32,10000,200000,259,class_cap,5,29750,6672,880,tree_cheaper,25092,283,68,752,195,52,7,37,46,0,10,0,0.000000476837158203125,0,656.200,1.544,655.634,2.90,a1d56ee4
glyph32_U0049,glyph32,10000,200000,259,class_cap,5,30069,6683,885,tree_cheaper,25184,283,70,768,201,52,7,37,46,0,10,0,0,0,675.420,1.669,674.488,2.90,a1d56ee4
glyph32_U004A,glyph32,10000,200000,2111,class_cap,2,13272,9412,2252,shared,206224,1183,795,8992,3349,247,29,545,550,0,84,0,0.0000004731118679046631,0,94.933,8.138,93.460,4.87,a1d56ee4
glyph32_U004B,glyph32,10000,200000,347,class_cap,4,26202,6285,832,tree_cheaper,29472,359,160,1872,612,83,9,82,105,2,37,0,0.000003814697265625,0,476.809,1.959,476.162,2.86,a1d56ee4
glyph32_U004C,glyph32,10000,200000,157,class_cap,6,39586,7930,1025,tree_cheaper,35532,169,55,656,151,41,4,26,40,0,9,0,0,0,1699.831,0.991,1699.232,3.71,a1d56ee4
glyph32_U004D,glyph32,10000,200000,343,class_cap,4,25360,6024,793,tree_cheaper,27624,359,147,1680,553,83,9,82,112,0,31,0,0.00000095367431640625,0,409.313,2.075,408.715,2.82,a1d56ee4
glyph32_U004E,glyph32,10000,200000,267,class_cap,5,34033,7446,1049,tree_cheaper,30420,283,93,1072,284,63,7,48,75,0,15,0,0.0000019073486328125,0,768.669,1.543,768.004,3.65,a1d56ee4
glyph32_U004F,glyph32,10000,200000,3863,class_cap,1,7985,9760,3819,shared,369336,2007,1467,15408,6722,400,49,976,976,0,188,0,0.000004112720489501953,0,28.384,12.775,25.833,5.22,a1d56ee4
glyph32_U0050,glyph32,10000,200000,2061,class_cap,2,13534,9367,2208,shared,182100,1145,765,8464,3260,233,28,520,522,0,80,0,0.000002205371856689453,0,183.449,9.708,181.514,4.84,a1d56ee4
glyph32_U0051,glyph32,10000,200000,4461,class_cap,1,7654,9803,4180,shared,418212,2365,1823,18816,8307,478,58,1138,1150,0,234,0,0.0000013113021850585938,0,37.687,16.849,32.747,5.30,a1d56ee4
glyph32_U0052,glyph32,10000,200000,3105,class_cap,2,10711,9859,3081,shared,286660,1709,1172,13248,4995,348,42,789,797,0,122,0,0.000001132488250732422,0,114.535,10.637,112.389,5.15,a1d56ee4
glyph32_U0053,glyph32,10000,200000,5943,class_cap,1,6607,9943,4896,shared,530492,3135,2728,25776,12233,632,77,1517,1528,0,319,0,0.0000021457672119140625,0,34.954,19.374,30.602,5.52,a1d56ee4
glyph32_U0054,glyph32,10000,200000,191,class_cap,5,27253,6089,744,tree_cheaper,17928,207,62,704,178,47,5,32,50,0,9,0,0,0,638.804,1.132,638.198,2.79,a1d56ee4
glyph32_U0055,glyph32,10000,200000,4031,class_cap,1,7810,9745,3950,shared,393860,2159,1500,16624,6815,435,53,1023,1033,6,184,0,0.0000023245811462402344,0,28.085,14.822,25.290,5.24,a1d56ee4
glyph32_U0056,glyph32,10000,200000,207,class_cap,5,34680,6710,850,tree_cheaper,23596,207,97,1184,302,51,5,43,58,0,17,0,0.00000095367431640625,0,882.862,1.582,881.626,2.88,a1d56ee4
glyph32_U0057,glyph32,10000,200000,359,class_cap,4,27866,6892,1040,tree_cheaper,35184,359,185,2144,756,89,9,104,128,0,40,0,0.00000095367431640625,0,836.125,1.987,835.483,3.37,a1d56ee4
glyph32_U0058,glyph32,10000,200000,359,class_cap,4,28325,7262,997,tree_cheaper,36460,359,203,2320,838,89,9,102,126,0,46,0,0.00000286102294921875,0,694.894,1.990,693.781,3.63,a1d56ee4
glyph32_U0059,glyph32,10000,200000,275,class_cap,4,23234,5345,674,tree_cheaper,21300,283,131,1520,501,69,7,68,89,0,28,0,0.00000095367431640625,0,346.232,1.764,345.718,2.68,a1d56ee4
glyph32_U005A,glyph32,10000,200000,267,class_cap,5,36344,7609,1106,tree_cheaper,30908,283,113,1296,345,68,7,60,84,1,21,0,0.0000019073486328125,0,1040.845,1.484,1040.179,3.68,a1d56ee4
glyph32_U005B,glyph32,10000,200000,191,quiesced,7,16687,1527,152,tree_cheaper,2372,207,64,752,170,44,5,29,39,0,10,0,0,0,154.960,1.160,153.947,0.71,a1d56ee4
glyph32_U005C,glyph32,10000,200000,131,class_cap,6,37505,7873,1210,tree_cheaper,29964,131,65,864,192,35,3,28,34,0,11,0,0.00000095367431640625,0,714.732,0.869,713.859,3.70,a1d56ee4
glyph32_U005D,glyph32,10000,200000,191,quiesced,7,16993,1558,153,tree_cheaper,2360,207,65,752,175,45,5,30,39,0,10,0,0,0,113.087,1.282,112.227,0.72,a1d56ee4
glyph32_U005E,glyph32,10000,200000,207,class_cap,4,21381,6394,978,tree_cheaper,22816,207,111,1344,409,53,5,52,64,0,20,0,0.000000476837158203125,0,241.996,1.146,241.364,2.84,a1d56ee4
glyph32_U005F,glyph32,10000,200000,123,class_cap,6,33484,5176,522,tree_cheaper,13244,131,44,576,115,31,3,18,28,0,5,0,0.000001728534698486328,0,843.213,0.783,842.729,2.56,a1d56ee4
glyph32_U0060,glyph32,10000,200000,131,class_cap,5,29135,7890,1383,tree_cheaper,22152,131,69,912,200,35,3,28,34,0,11,0,0.00000286102294921875,0,393.678,0.845,393.101,3.73,a1d56ee4
glyph32_U0061,glyph32,10000,200000,5517,class_cap,1,6862,9912,4681,shared,493348,2929,2454,23184,10999,589,72,1400,1413,1,290,0,0.0000013113021850585938,0,33.458,16.293,29.565,5.47,a1d56ee4
glyph32_U0062,glyph32,10000,200000,3981,class_cap,1,7796,9753,3974,shared,385384,2121,1550,15904,7055,426,52,1009,1013,0,192,0,0.0000013113021850585938,0,29.092,12.344,26.284,5.22,a1d56ee4
glyph32_U0063,glyph32,10000,200000,3963,class_cap,1,7772,9762,3989,shared,387264,2083,1547,15760,7067,416,51,992,996,0,192,0,0.0000017881393432617188,0,28.328,11.817,25.774,5.21,a1d56ee4
glyph32_U0064,glyph32,10000,200000,3981,class_cap,1,7807,9753,3975,shared,384784,2121,1550,15968,7072,428,52,1004,1017,0,195,0,0.0000013113021850585938,0,28.837,11.559,26.144,5.22,a1d56ee4
glyph32_U0065,glyph32,10000,200000,4035,class_cap,1,7714,9757,4045,shared,392120,2159,1611,16608,7275,439,53,1025,1040,0,199,0,0.0000012516975402832031,0,28.656,16.172,25.975,5.22,a1d56ee4
glyph32_U0066,glyph32,10000,200000,1245,class_cap,2,14204,8800,2242,shared,189200,809,456,4944,1875,157,20,289,302,0,52,0,0.000000476837158203125,0,117.952,5.373,116.691,4.68,a1d56ee4
glyph32_U0067,glyph32,10000,200000,5969,class_cap,1,6733,9935,4808,shared,520648,3173,2666,25824,11990,636,78,1510,1534,3,318,0,0.000001728534698486328,0,34.558,17.830,30.317,5.52,a1d56ee4
glyph32_U0068,glyph32,10000,200000,2145,class_cap,2,13396,9450,2188,shared,186948,1221,792,8928,3341,249,30,541,548,0,83,0,0.0000024437904357910156,0,180.168,7.495,178.609,4.87,a1d56ee4
glyph32_U0069,glyph32,10000,200000,293,class_cap,5,33099,7438,1050,tree_cheaper,34440,321,84,960,237,61,8,46,60,0,13,0,0,0,796.116,1.519,795.493,3.66,a1d56ee4
glyph32_U006A,glyph32,10000,200000,1211,class_cap,2,13812,8784,2306,shared,201816,771,473,4992,1958,155,19,287,303,0,55,0,0.000001430511474609375,0,64.391,4.533,63.370,4.68,a1d56ee4
glyph32_U006B,glyph32,10000,200000,347,class_cap,4,26316,6313,838,tree_cheaper,30108,359,163,1920,616,84,9,83,106,2,38,0,0.00000095367431640625,0,477.592,1.879,477.001,2.87,a1d56ee4
glyph32_U006C,glyph32,10000,200000,1143,class_cap,2,13771,8892,2298,shared,190088,695,437,4688,1827,146,17,278,296,0,53,0,0.000000476837158203125,0,77.743,5.380,76.728,4.68,a1d56ee4
glyph32_U006D,glyph32,10000,200000,4133,class_cap,1,7822,9769,3903,shared,416728,2273,1519,17248,6884,447,56,1017,1031,22,196,0,0.0000027418136596679688,0,27.749,15.485,24.917,5.26,a1d56ee4
glyph32_U006E,glyph32,10000,200000,2145,class_cap,2,13401,9447,2185,shared,183972,1221,788,8832,3344,249,30,541,548,0,83,0,0.000000476837158203125,0,183.871,8.072,182.182,4.87,a1d56ee4
glyph32_U006F,glyph32,10000,200000,3863,class_cap,1,8095,9763,3731,shared,364936,2007,1391,15712,6402,398,49,974,974,13,178,0,0.000002562999725341797,0,27.822,13.155,25.315,5.23,a1d56ee4
glyph32_U0070,glyph32,10000,200000,3981,class_cap,1,7802,9757,3980,shared,385288,2121,1545,16016,7066,427,52,1010,1016,0,194,0,0.000001728534698486328,0,28.947,13.849,26.131,5.22,a1d56ee4
glyph32_U0071,glyph32,10000,200000,3981,class_cap,1,7789,9757,3981,shared,386320,2121,1546,15792,7065,427,52,1003,1014,0,193,0,0.0000027865171432495117,0,29.549,12.723,26.783,5.22,a1d56ee4
glyph32_U0072,glyph32,10000,200000,2127,class_cap,2,13154,9505,2251,shared,192112,1183,799,8928,3349,241,29,528,535,0,82,0,0.000005245208740234375,0,148.209,7.776,146.575,4.88,a1d56ee4
glyph32_U0073,glyph32,10000,200000,5739,class_cap,1,6674,9931,4821,shared,514500,3051,2615,25136,11687,618,75,1475,1486,1,310,0,0.00000095367431640625,0,34.847,17.313,30.551,5.51,a1d56ee4
glyph32_U0074,glyph32,10000,200000,1245,class_cap,2,14085,8777,2218,shared,191496,809,460,4864,1907,156,20,288,301,0,57,0,0.0000003129243850708008,0,88.471,5.017,87.309,4.68,a1d56ee4
glyph32_U0075,glyph32,10000,200000,2145,class_cap,2,13292,9410,2229,shared,204812,1221,800,8944,3367,250,30,536,550,0,84,0,0.000000476837158203125,0,96.728,7.661,95.024,4.87,a1d56ee4
glyph32_U0076,glyph32,10000,200000,207,class_cap,5,34668,6721,885,tree_cheaper,24772,207,103,1296,337,53,5,52,64,0,20,0,0.00000095367431640625,0,883.366,1.153,882.783,2.88,a1d56ee4
glyph32_U0077,glyph32,10000,200000,359,class_cap,4,26280,6195,813,tree_cheaper,29256,359,181,2096,751,87,9,102,126,0,38,0,0.00000095367431640625,0,574.403,1.811,573.801,2.85,a1d56ee4
glyph32_U0078,glyph32,10000,200000,359,class_cap,4,28471,7311,996,tree_cheaper,36328,359,202,2304,838,89,9,102,126,0,46,0,0.0000019073486328125,0,709.378,1.808,708.665,3.64,a1d56ee4
glyph32_U0079,glyph32,10000,200000,1693,class_cap,2,12769,9370,2601,shared,240536,977,670,7600,2818,210,24,437,449,0,71,0,0.0000015497207641601563,0,51.456,6.118,50.205,4.84,a1d56ee4
glyph32_U007A,glyph32,10000,200000,267,class_cap,5,35641,7587,1116,tree_cheaper,30988,283,108,1296,330,64,7,56,72,1,20,0,0.0000002384185791015625,0,992.819,1.444,992.163,3.68,a1d56ee4
glyph32_U007B,glyph32,10000,200000,4101,class_cap,1,7718,9732,4041,shared,395052,2273,1598,16656,7145,455,56,1037,1053,0,194,0,0.0000012516975402832031,0,29.649,12.942,26.752,5.24,a1d56ee4
glyph32_U007C,glyph32,10000,200000,123,class_cap,5,24237,7269,983,tree_cheaper,24376,131,45,576,125,35,3,20,30,0,6,0,0,0,496.971,0.784,496.384,3.63,a1d56ee4
glyph32_U007D,glyph32,10000,200000,4101,class_cap,1,7717,9739,4040,shared,394104,2273,1597,16528,7176,456,56,1032,1055,0,196,0,0.0000019073486328125,0,29.394,12.576,26.566,5.24,a1d56ee4
glyph32_U007E,glyph32,10000,200000,3995,class_cap,1,7827,9753,3986,shared,395180,2083,1563,16160,7098,421,51,1004,1009,0,192,0,0.00000095367431640625,0,28.441,12.396,25.760,5.21,a1d56ee4
psychedelic_packed,psychedelic,10000,200000,1246,class_cap,3,11318,7141,1732,tree_cheaper,49680,1246,111,2368,826,127,1,29,30,0,13,0,0,0,25.065,0.945,24.328,3.42,8ecdc098
shader_cosine_palette,shader,10000,200000,40,class_cap,4,13676,8852,1863,tree_cheaper,122000,40,25,1232,292,133,3,99,102,0,1,0,0,0,30.074,0.973,29.363,4.52,a1d56ee4
shader_smooth_min_scene,shader,10000,200000,43,class_cap,12,69343,4077,314,tree_cheaper,8152,43,39,448,132,34,0,0,0,0,2,0,0,0,147.858,0.350,147.497,1.89,a1d56ee4
shader_mandelbrot_distance,shader,10000,200000,152,class_cap,5,33555,5735,302,tree_cheaper,7540,152,105,1456,558,150,19,18,48,0,5,0,0,0,733.072,4.363,732.538,2.64,a1d56ee4
shader_star_sdf,shader,10000,200000,66,class_cap,5,17555,7826,1134,tree_cheaper,154208,66,58,640,172,56,1,0,2,0,2,0,0,0,39.571,0.560,39.050,3.75,a1d56ee4
shader_gyroid_slice,shader,10000,200000,40,quiesced,9,4675,775,102,tree_cheaper,1520,40,33,2768,932,163,4,124,128,0,8,0,0,0,12.506,2.097,12.105,0.35,a1d56ee4
shader_plasma,shader,10000,200000,37,class_cap,5,15454,6909,902,tree_cheaper,84496,37,29,1376,359,122,3,87,90,0,4,0,0,0,29.451,1.069,28.977,2.92,a1d56ee4
shader_domain_warp_fbm,shader,10000,200000,84,class_cap,3,12210,8634,2044,shared,205292,84,56,1648,431,180,4,116,120,0,4,0,0,0,27.088,1.404,26.549,4.62,a1d56ee4
shader_kaleidoscope_fold,shader,10000,200000,46,quiesced,5,319,131,57,tree_cheaper,412,46,40,2032,560,238,10,156,174,0,8,0,0.000006109476089477539,0,1.340,3.278,1.151,0.09,a1d56ee4
shader_metaballs,shader,10000,200000,62,class_cap,6,35591,8034,1073,tree_cheaper,20028,62,46,464,140,39,1,0,0,0,3,0,0,0,382.676,0.602,382.059,3.70,a1d56ee4
shader_julia_set,shader,10000,200000,122,class_cap,5,20357,8475,1477,shared,53548,122,140,1952,791,227,14,47,63,0,3,0,0,0,38.100,4.148,37.567,4.58,a1d56ee4
shader_smoothstep_vignette,shader,10000,200000,64,quiesced,5,1074,283,82,tree_cheaper,1064,64,49,544,194,41,0,0,0,0,7,0,0.0000012069940567016602,0,3.228,0.327,3.017,0.15,a1d56ee4
shader_torus_slice,shader,10000,200000,38,quiesced,15,28932,3005,198,shared,5336,38,31,368,130,25,0,0,0,0,3,0,0,0,115.873,0.349,115.455,1.33,a1d56ee4
cellgrid_80x24_d2,cellgrid,10000,400000,667,class_cap,3,12749,9059,2057,shared,427208,667,117,2576,428,217,0,0,0,6,19,0,0,0,27.644,0.598,26.686,4.67,8ecdc098
chrome_packed,chrome,10000,400000,390815,class_cap,2,11528,9495,2933,shared,573144,335411,404,3600,1673,388,17,612,614,28,9,0,0,0,195.542,4.862,37.236,34.88,8ecdc098
chrome_R,chrome_channel,10000,400000,133101,class_cap,2,11432,9413,2850,shared,544036,114633,294,2704,1384,281,9,404,406,24,8,0,0.000017881393432617188,0,70.259,2.763,32.971,12.00,8ecdc098
glyph16_U0020,glyph16,10000,400000,1,quiesced,1,0,1,1,tree_cheaper,4,1,1,164,0,1,0,0,0,0,0,0,0,0,0.560,0.226,0.014,0.00,8ecdc098
glyph16_U0021,glyph16,10000,400000,267,class_cap,5,34662,7498,1103,tree_cheaper,30688,283,91,1104,275,56,7,48,54,0,15,0,0.00000095367431640625,0,894.229,1.664,893.602,3.66,8ecdc098
glyph16_U0022,glyph16,10000,400000,191,quiesced,7,17694,1642,151,tree_cheaper,2276,207,62,736,175,46,5,31,49,0,8,0,0.000000476837158203125,0,118.147,1.208,117.657,0.84,8ecdc098
glyph16_U0023,glyph16,10000,400000,647,class_cap,3,17063,6079,940,tree_cheaper,44316,663,276,2720,1071,144,17,143,207,0,39,0,0.0000018477439880371096,0,209.405,2.935,208.628,2.91,8ecdc098
glyph16_U0024,glyph16,10000,400000,6151,class_cap,1,6451,9939,5014,shared,552712,3363,2850,26752,12604,680,83,1574,1602,0,329,0,0.000002294778823852539,0,37.357,18.550,32.680,5.57,8ecdc098
glyph16_U0025,glyph16,10000,400000,8791,class_cap,1,5403,9988,5462,shared,588820,4599,3870,35024,17563,982,113,2442,2442,0,391,0,0.0000019371509552001953,0,42.049,26.780,34.706,6.02,8ecdc098
glyph16_U0026,glyph16,10000,400000,7719,class_cap,1,6117,9971,5282,shared,594640,4103,3522,34064,15751,859,101,2076,2093,0,370,0,0.0000020265579223632813,0,40.066,23.423,33.802,5.89,8ecdc098
glyph16_U0027,glyph16,10000,400000,123,quiesced,7,12774,1153,108,tree_cheaper,1208,131,46,592,124,33,3,18,28,0,6,0,0.00000095367431640625,0,74.886,1.041,74.467,0.64,8ecdc098
glyph16_U0028,glyph16,10000,400000,1959,class_cap,2,12387,9583,2616,shared,252472,1031,732,8048,3138,210,25,490,490,0,75,0,0.0000013113021850585938,0,57.651,6.956,56.225,4.89,8ecdc098
glyph16_U0029,glyph16,10000,400000,1777,class_cap,2,12038,9562,2783,shared,261800,953,674,7440,2903,197,23,448,448,0,72,0,0.0000015348196029663086,0,53.787,6.779,52.321,4.88,8ecdc098
glyph16_U002A,glyph16,10000,400000,647,class_cap,3,18399,7293,1154,tree_cheaper,48208,663,304,3072,1236,142,17,155,197,0,45,0,0.0000021457672119140625,0,230.138,2.947,229.264,3.79,8ecdc098
glyph16_U002B,glyph16,10000,400000,259,class_cap,28,161545,5448,324,tree_cheaper,7744,283,73,816,205,52,7,37,46,0,10,0,0.000000476837158203125,0,1138.885,1.434,1138.331,2.63,8ecdc098
glyph16_U002C,glyph16,10000,400000,199,quiesced,7,28182,2752,268,tree_cheaper,5252,207,88,1072,276,51,5,43,58,0,15,0,0.0000011920928955078125,0,187.626,1.168,187.181,1.33,8ecdc098
glyph16_U002D,glyph16,10000,400000,123,quiesced,7,12610,1138,110,tree_cheaper,1232,131,47,624,124,33,3,18,28,0,6,0,0.0000019073486328125,0,66.675,0.770,66.324,0.59,8ecdc098
glyph16_U002E,glyph16,10000,400000,123,class_cap,6,36511,7497,1073,tree_cheaper,32688,131,43,544,120,33,3,18,28,0,6,0,0.0000019073486328125,0,1221.123,0.818,1220.542,3.65,8ecdc098
glyph16_U002F,glyph16,10000,400000,131,class_cap,6,37598,7891,1177,tree_cheaper,29128,131,61,816,184,35,3,28,34,0,11,0,0.000000476837158203125,0,698.054,0.847,697.494,3.70,8ecdc098
glyph16_U0030,glyph16,10000,400000,5767,class_cap,1,6851,9924,4697,shared,502084,2983,2491,24256,11351,591,73,1463,1463,11,300,0,0.000001132488250732422,0,34.539,17.221,30.522,5.49,8ecdc098
glyph16_U0031,glyph16,10000,400000,301,class_cap,4,22547,5255,713,tree_cheaper,23504,321,122,1344,407,75,8,67,96,0,24,0,0.0000011920928955078125,0,305.265,1.572,304.652,2.68,8ecdc098
glyph16_U0032,glyph16,10000,400000,3827,class_cap,1,7766,9763,3953,shared,417008,2043,1508,16032,6829,414,50,965,976,0,195,0,0.0000007152557373046875,0,27.558,11.713,25.041,5.23,8ecdc098
glyph16_U0033,glyph16,10000,400000,5901,class_cap,1,6721,9917,4797,shared,521432,3097,2630,24784,11845,621,76,1495,1510,1,307,0,0.0000010132789611816406,0,34.728,17.600,30.420,5.51,8ecdc098
glyph16_U0034,glyph16,10000,400000,335,class_cap,4,22555,5176,707,tree_cheaper,25584,359,119,1360,398,72,9,64,79,0,23,0,0.0000015497207641601563,0,308.285,1.725,307.596,2.67,8ecdc098
glyph16_U0035,glyph16,10000,400000,4031,class_cap,1,7793,9757,3996,shared,388216,2159,1581,16688,7141,437,53,1025,1035,6,197,0,0.0000017881393432617188,0,29.660,12.663,26.701,5.22,8ecdc098
glyph16_U0036,glyph16,10000,400000,5793,class_cap,1,6721,9936,4801,shared,508612,3021,2607,24288,11784,604,74,1478,1484,0,311,0,0.000002384185791015625,0,34.826,16.855,30.636,5.50,8ecdc098
glyph16_U0037,glyph16,10000,400000,199,class_cap,5,31862,7128,974,tree_cheaper,23740,207,90,1088,280,53,5,45,60,0,17,0,0.000000476837158203125,0,773.721,2.517,773.092,3.41,8ecdc098
glyph16_U0038,glyph16,10000,400000,7671,class_cap,1,6362,9974,5147,shared,589948,3959,3368,31056,15261,812,97,2036,2036,3,355,0,0.000002205371856689453,0,39.175,23.404,33.404,5.84,8ecdc098
glyph16_U0039,glyph16,10000,400000,5833,class_cap,1,6752,9921,4780,shared,515980,3021,2634,24352,11905,606,74,1488,1488,0,307,0,0.00000286102294921875,0,33.849,17.914,29.831,5.49,8ecdc098
glyph16_U003A,glyph16,10000,400000,191,class_cap,6,40061,8279,1050,tree_cheaper,38708,207,52,624,143,38,5,23,23,0,7,0,0.000000476837158203125,0,1977.272,1.024,1976.748,4.34,8ecdc098
glyph16_U003B,glyph16,10000,400000,267,quiesced,12,49487,3722,363,tree_cheaper,8848,283,108,1312,334,65,7,57,81,0,18,0,0.000000476837158203125,0,537.928,1.487,537.316,1.82,8ecdc098
glyph16_U003C,glyph16,10000,400000,309,class_cap,5,31303,4645,524,tree_cheaper,17468,321,147,1744,474,77,8,76,93,2,28,0,0.0000014901161193847656,0,258.816,1.713,258.154,2.47,8ecdc098
glyph16_U003D,glyph16,10000,400000,191,class_cap,5,27694,7608,1119,tree_cheaper,26752,207,54,656,148,40,5,25,25,0,7,0,0,0,462.827,1.050,462.273,3.69,8ecdc098
glyph16_U003E,glyph16,10000,400000,309,class_cap,5,31208,4657,531,tree_cheaper,17736,321,147,1744,474,77,8,76,92,0,28,0,0.0000013113021850585938,0,282.195,1.630,281.686,2.48,8ecdc098
glyph16_U003F,glyph16,10000,400000,4159,class_cap,1,7579,9759,4142,shared,442012,2311,1683,18800,7502,471,57,1068,1091,1,212,0,0.0000012516975402832031,0,29.707,18.091,26.853,5.27,8ecdc098
glyph16_U0040,glyph16,10000,400000,7803,class_cap,1,6257,9962,5189,shared,586908,4111,3444,32496,15567,854,101,2097,2107,0,364,0,0.0000018477439880371096,0,38.537,31.023,32.460,5.88,8ecdc098
glyph16_U0041,glyph16,10000,400000,283,class_cap,4,24717,6007,782,tree_cheaper,25360,283,150,1760,609,71,7,77,95,0,35,0,0.000001430511474609375,0,481.344,1.522,480.789,2.79,8ecdc098
glyph16_U0042,glyph16,10000,400000,3965,class_cap,1,7791,9750,3981,shared,426244,2121,1541,16080,6988,427,52,1010,1016,0,192,0,0.0000012516975402832031,0,28.193,12.619,25.638,5.22,8ecdc098
glyph16_U0043,glyph16,10000,400000,3963,class_cap,1,7797,9756,3966,shared,385936,2083,1539,15696,7044,416,51,992,996,0,189,0,0.0000019073486328125,0,30.211,12.338,27.393,5.21,8ecdc098
glyph16_U0044,glyph16,10000,400000,2027,class_cap,2,13505,9371,2213,shared,182092,1107,752,8352,3235,229,27,516,521,0,79,0,0.0000026226043701171875,0,174.932,7.383,173.521,4.84,8ecdc098
glyph16_U0045,glyph16,10000,400000,259,class_cap,5,31722,7146,969,tree_cheaper,28352,283,83,928,226,58,7,43,61,0,14,0,0.00000095367431640625,0,675.444,1.427,674.832,3.40,8ecdc098
glyph16_U0046,glyph16,10000,400000,225,class_cap,5,29586,6855,934,tree_cheaper,23836,245,72,784,196,51,6,36,50,0,12,0,0.0000011920928955078125,0,626.087,1.368,625.582,3.45,8ecdc098
glyph16_U0047,glyph16,10000,400000,4031,class_cap,1,7743,9758,4028,shared,390476,2159,1593,16608,7195,438,53,1026,1036,0,197,0,0.0000017881393432617188,0,29.816,15.300,26.927,5.22,8ecdc098
glyph16_U0048,glyph16,10000,400000,259,class_cap,5,29752,6671,880,tree_cheaper,25092,283,68,752,195,52,7,37,46,0,10,0,0.00000095367431640625,0,658.800,1.379,658.290,2.90,8ecdc098
glyph16_U0049,glyph16,10000,400000,259,class_cap,5,30071,6682,884,tree_cheaper,25180,283,70,768,201,52,7,37,46,0,10,0,0.00000095367431640625,0,687.205,1.336,686.703,2.90,8ecdc098
glyph16_U004A,glyph16,10000,400000,2111,class_cap,2,13268,9414,2250,shared,206052,1183,794,8976,3349,247,29,545,550,0,84,0,0.0000013709068298339844,0,95.468,7.583,94.006,4.87,8ecdc098
glyph16_U004B,glyph16,10000,400000,347,class_cap,4,26202,6284,832,tree_cheaper,29472,359,160,1872,612,83,9,82,105,2,37,0,0.0000016689300537109375,0,477.743,2.102,477.176,2.86,8ecdc098
glyph16_U004C,glyph16,10000,400000,157,class_cap,6,39589,7929,1025,tree_cheaper,35532,169,55,656,151,41,4,26,40,0,9,0,0.00000095367431640625,0,1623.069,2.375,1622.480,3.71,8ecdc098
glyph16_U004D,glyph16,10000,400000,343,class_cap,4,25362,6023,793,tree_cheaper,27624,359,147,1680,553,83,9,82,112,0,31,0,0.00000095367431640625,0,404.594,1.865,404.017,2.82,8ecdc098
glyph16_U004E,glyph16,10000,400000,267,class_cap,5,34035,7447,1049,tree_cheaper,30420,283,93,1072,284,63,7,48,75,0,15,0,0.000001430511474609375,0,773.470,1.544,772.753,3.65,8ecdc098
glyph16_U004F,glyph16,10000,400000,3863,class_cap,1,7985,9760,3819,shared,369336,2007,1467,15408,6722,400,49,976,976,0,188,0,0.000002205371856689453,0,27.886,11.973,25.427,5.22,8ecdc098
glyph16_U0050,glyph16,10000,400000,2061,class_cap,2,13534,9367,2208,shared,182100,1145,765,8464,3260,233,28,520,522,0,80,0,0.0000018477439880371096,0,183.172,15.391,179.598,4.84,8ecdc098
